product_id,product_name,category,subcategory,brand,base_price,unit_cost,launch_date,reorder_priority
276,HomeCore Paper Goods Item 276,Household,Paper Goods,HomeCore,19.88,11.96,2023-03-01,High
277,CleanNest Paper Goods Item 277,Household,Paper Goods,CleanNest,35.19,21.53,2024-08-11,Medium
278,Spark Paper Goods Item 278,Household,Paper Goods,Spark,5.02,3.24,2022-10-23,High
279,HomeCore Paper Goods Item 279,Household,Paper Goods,HomeCore,33.25,21.22,2022-12-11,Low
280,CleanNest Paper Goods Item 280,Household,Paper Goods,CleanNest,32.32,20.63,2023-10-14,High
281,Spark Paper Goods Item 281,Household,Paper Goods,Spark,33.58,16.73,2022-10-23,Medium
282,Spark Paper Goods Item 282,Household,Paper Goods,Spark,10.76,6.92,2021-02-25,Medium
283,HomeCore Paper Goods Item 283,Household,Paper Goods,HomeCore,5.26,2.55,2022-06-08,Medium
284,Spark Paper Goods Item 284,Household,Paper Goods,Spark,32.55,19.05,2022-07-17,Medium
285,HomeCore Paper Goods Item 285,Household,Paper Goods,HomeCore,36.73,25.02,2021-11-25,Medium
286,HomeCore Paper Goods Item 286,Household,Paper Goods,HomeCore,21.94,11.21,2022-05-26,High
287,CleanNest Paper Goods Item 287,Household,Paper Goods,CleanNest,24.54,14.7,2023-02-18,Medium
288,PureFlow Paper Goods Item 288,Household,Paper Goods,PureFlow,38.97,23.78,2024-06-16,Medium
289,Spark Paper Goods Item 289,Household,Paper Goods,Spark,19.56,9.62,2023-07-31,Medium
290,HomeCore Paper Goods Item 290,Household,Paper Goods,HomeCore,25.32,17.54,2022-09-25,High
291,CleanNest Paper Goods Item 291,Household,Paper Goods,CleanNest,34.67,19.08,2023-02-07,Medium
292,HomeCore Paper Goods Item 292,Household,Paper Goods,HomeCore,22.14,15.2,2021-09-27,Low
293,PureFlow Paper Goods Item 293,Household,Paper Goods,PureFlow,20.05,13.21,2023-07-29,Medium
294,CleanNest Paper Goods Item 294,Household,Paper Goods,CleanNest,32.83,22.09,2022-01-28,High
295,Spark Paper Goods Item 295,Household,Paper Goods,Spark,35.78,21.48,2023-01-21,Low
296,Spark Paper Goods Item 296,Household,Paper Goods,Spark,12.13,7.58,2024-06-15,High
297,CleanNest Paper Goods Item 297,Household,Paper Goods,CleanNest,13.99,9.69,2021-11-01,High
298,Spark Paper Goods Item 298,Household,Paper Goods,Spark,18.96,12.76,2021-06-20,Low
299,PureFlow Paper Goods Item 299,Household,Paper Goods,PureFlow,31.21,17.21,2024-02-18,Low
300,CleanNest Paper Goods Item 300,Household,Paper Goods,CleanNest,19.01,13.19,2022-05-25,Low
301,Spark Paper Goods Item 301,Household,Paper Goods,Spark,24.73,16.56,2022-03-23,Low
302,CleanNest Paper Goods Item 302,Household,Paper Goods,CleanNest,10.16,5.72,2023-10-26,Medium
303,Spark Paper Goods Item 303,Household,Paper Goods,Spark,23.53,11.44,2022-09-25,Medium
304,HomeCore Paper Goods Item 304,Household,Paper Goods,HomeCore,9.51,6.55,2024-08-25,High
305,PureFlow Paper Goods Item 305,Household,Paper Goods,PureFlow,32.86,22.49,2024-07-06,Low
306,PureFlow Paper Goods Item 306,Household,Paper Goods,PureFlow,31.25,16.25,2024-12-09,Medium
307,PureFlow Paper Goods Item 307,Household,Paper Goods,PureFlow,10.8,5.83,2024-07-10,Medium
308,Spark Paper Goods Item 308,Household,Paper Goods,Spark,31.05,21.82,2022-08-29,Low
309,Spark Paper Goods Item 309,Household,Paper Goods,Spark,32.44,22.89,2022-12-05,Medium
310,PureFlow Paper Goods Item 310,Household,Paper Goods,PureFlow,6.82,4.8,2021-10-20,Low
311,PureFlow Paper Goods Item 311,Household,Paper Goods,PureFlow,29.13,17.92,2023-08-26,Medium
312,CleanNest Paper Goods Item 312,Household,Paper Goods,CleanNest,11.44,7.32,2024-11-06,Low
313,HomeCore Paper Goods Item 313,Household,Paper Goods,HomeCore,6.22,4.01,2021-06-10,Low
314,HomeCore Paper Goods Item 314,Household,Paper Goods,HomeCore,23.62,14.04,2022-03-05,Medium
315,CleanNest Paper Goods Item 315,Household,Paper Goods,CleanNest,5.44,3.46,2022-07-16,Medium
316,HomeCore Kitchen Item 316,Household,Kitchen,HomeCore,14.2,8.87,2023-10-06,Low
317,HomeCore Kitchen Item 317,Household,Kitchen,HomeCore,5.02,3.09,2021-07-30,Low
318,CleanNest Kitchen Item 318,Household,Kitchen,CleanNest,8.32,4.03,2022-12-03,Medium
319,HomeCore Kitchen Item 319,Household,Kitchen,HomeCore,5.42,2.78,2024-06-13,Medium
320,PureFlow Kitchen Item 320,Household,Kitchen,PureFlow,18.4,11.95,2021-05-26,High
321,PureFlow Kitchen Item 321,Household,Kitchen,PureFlow,33.52,19.27,2022-08-04,Medium
322,HomeCore Kitchen Item 322,Household,Kitchen,HomeCore,35.21,21.43,2023-09-06,Medium
323,HomeCore Kitchen Item 323,Household,Kitchen,HomeCore,5.3,3.18,2024-05-14,Medium
324,Spark Kitchen Item 324,Household,Kitchen,Spark,35.74,20.81,2021-06-17,Medium
325,Spark Kitchen Item 325,Household,Kitchen,Spark,38.09,24.63,2022-09-27,Low
326,CleanNest Kitchen Item 326,Household,Kitchen,CleanNest,9.16,4.56,2023-10-28,Medium
327,CleanNest Kitchen Item 327,Household,Kitchen,CleanNest,19.88,10.59,2024-08-15,Medium
328,PureFlow Kitchen Item 328,Household,Kitchen,PureFlow,15.65,8.79,2024-11-18,Low
329,PureFlow Kitchen Item 329,Household,Kitchen,PureFlow,10.63,5.77,2022-09-30,Medium
330,HomeCore Kitchen Item 330,Household,Kitchen,HomeCore,20.3,11.28,2022-10-16,Medium
331,HomeCore Kitchen Item 331,Household,Kitchen,HomeCore,36.59,18.65,2023-03-10,High
332,CleanNest Kitchen Item 332,Household,Kitchen,CleanNest,31.13,16.74,2022-10-24,Medium
333,PureFlow Kitchen Item 333,Household,Kitchen,PureFlow,20.15,11.58,2024-02-04,Medium
334,Spark Kitchen Item 334,Household,Kitchen,Spark,32.41,18.61,2021-05-26,Medium
335,Spark Kitchen Item 335,Household,Kitchen,Spark,24.66,16.16,2022-03-23,Medium
336,HomeCore Kitchen Item 336,Household,Kitchen,HomeCore,10.41,5.55,2022-05-17,High
337,HomeCore Kitchen Item 337,Household,Kitchen,HomeCore,27.72,18.04,2022-04-18,High
338,CleanNest Kitchen Item 338,Household,Kitchen,CleanNest,22.01,12.25,2023-06-13,Medium
339,PureFlow Kitchen Item 339,Household,Kitchen,PureFlow,9.49,6.22,2021-08-03,Low
340,HomeCore Kitchen Item 340,Household,Kitchen,HomeCore,34.81,16.99,2021-03-31,Medium
341,Spark Kitchen Item 341,Household,Kitchen,Spark,18.96,11.75,2023-10-16,Low
342,CleanNest Kitchen Item 342,Household,Kitchen,CleanNest,14.09,6.83,2024-08-19,Medium
343,PureFlow Kitchen Item 343,Household,Kitchen,PureFlow,14.62,9.31,2024-08-14,Medium
344,HomeCore Kitchen Item 344,Household,Kitchen,HomeCore,33.05,16.5,2024-09-14,Medium
345,CleanNest Kitchen Item 345,Household,Kitchen,CleanNest,35.85,18.12,2021-12-13,Low
346,Spark Kitchen Item 346,Household,Kitchen,Spark,11.29,6.96,2021-10-15,Medium
347,PureFlow Kitchen Item 347,Household,Kitchen,PureFlow,4.51,2.82,2024-01-23,Low
348,PureFlow Kitchen Item 348,Household,Kitchen,PureFlow,31.83,19.38,2021-07-22,Medium
349,CleanNest Kitchen Item 349,Household,Kitchen,CleanNest,13.48,7.57,2021-01-24,Low
350,PureFlow Kitchen Item 350,Household,Kitchen,PureFlow,20.75,11.37,2022-04-25,High
351,CleanNest Kitchen Item 351,Household,Kitchen,CleanNest,31.25,16.59,2024-09-07,Medium
352,CleanNest Kitchen Item 352,Household,Kitchen,CleanNest,16.79,11.73,2021-10-23,Low
353,Spark Kitchen Item 353,Household,Kitchen,Spark,25.24,15.34,2021-10-08,Medium
354,PureFlow Kitchen Item 354,Household,Kitchen,PureFlow,8.52,5.16,2022-02-26,Medium
355,Spark Kitchen Item 355,Household,Kitchen,Spark,32.36,20.34,2022-04-29,Medium
356,Spark Kitchen Item 356,Household,Kitchen,Spark,37.13,25.31,2024-04-08,High
357,HomeCore Kitchen Item 357,Household,Kitchen,HomeCore,8.49,5.63,2023-04-16,Low
358,Spark Kitchen Item 358,Household,Kitchen,Spark,5.87,3.5,2024-10-28,High
359,HomeCore Kitchen Item 359,Household,Kitchen,HomeCore,8.25,4.52,2024-11-11,Low
360,HomeCore Kitchen Item 360,Household,Kitchen,HomeCore,11.03,5.89,2023-01-24,Low
361,CleanNest Laundry Item 361,Household,Laundry,CleanNest,24.95,14.13,2022-05-16,Medium
362,Spark Laundry Item 362,Household,Laundry,Spark,30.88,21.63,2023-01-09,Low
363,CleanNest Laundry Item 363,Household,Laundry,CleanNest,9.42,4.53,2023-02-11,Low
364,HomeCore Laundry Item 364,Household,Laundry,HomeCore,17.65,9.78,2024-01-25,Medium
365,HomeCore Laundry Item 365,Household,Laundry,HomeCore,12.51,8.64,2023-10-24,Medium
366,CleanNest Laundry Item 366,Household,Laundry,CleanNest,4.73,2.87,2022-04-08,High
367,Spark Laundry Item 367,Household,Laundry,Spark,18.93,9.84,2021-05-21,Medium
368,PureFlow Laundry Item 368,Household,Laundry,PureFlow,5.46,3.71,2024-07-27,Low
369,PureFlow Laundry Item 369,Household,Laundry,PureFlow,14.09,8.54,2021-01-10,Medium
370,CleanNest Laundry Item 370,Household,Laundry,CleanNest,21.78,13.69,2024-04-06,Low
371,CleanNest Laundry Item 371,Household,Laundry,CleanNest,15.57,7.9,2023-07-15,Low
372,PureFlow Laundry Item 372,Household,Laundry,PureFlow,18.9,12.35,2023-10-09,Medium
373,PureFlow Laundry Item 373,Household,Laundry,PureFlow,21.33,10.96,2022-09-13,Medium
374,PureFlow Laundry Item 374,Household,Laundry,PureFlow,13.9,6.9,2022-06-02,Medium
375,CleanNest Laundry Item 375,Household,Laundry,CleanNest,30.07,16.41,2025-01-13,Low
376,PureFlow Laundry Item 376,Household,Laundry,PureFlow,24.73,16.91,2024-06-04,Low
377,CleanNest Laundry Item 377,Household,Laundry,CleanNest,32.46,19.52,2024-07-01,Medium
378,Spark Laundry Item 378,Household,Laundry,Spark,11.3,6.32,2023-08-24,Medium
379,PureFlow Laundry Item 379,Household,Laundry,PureFlow,15.59,10.71,2024-04-29,Medium
380,CleanNest Laundry Item 380,Household,Laundry,CleanNest,23.78,15.06,2022-02-21,Medium
381,PureFlow Laundry Item 381,Household,Laundry,PureFlow,13.54,8.61,2021-09-15,Low
382,Spark Laundry Item 382,Household,Laundry,Spark,4.03,2.83,2021-10-29,High
383,PureFlow Laundry Item 383,Household,Laundry,PureFlow,8.48,5.24,2022-09-04,Low
384,CleanNest Laundry Item 384,Household,Laundry,CleanNest,18.71,9.69,2021-02-24,Low
385,HomeCore Laundry Item 385,Household,Laundry,HomeCore,8.77,5.81,2021-02-06,Medium
386,CleanNest Laundry Item 386,Household,Laundry,CleanNest,30.23,17.41,2021-12-22,Medium
387,HomeCore Laundry Item 387,Household,Laundry,HomeCore,20.0,10.01,2022-12-07,Low
388,PureFlow Laundry Item 388,Household,Laundry,PureFlow,36.44,21.92,2024-01-25,Medium
389,CleanNest Laundry Item 389,Household,Laundry,CleanNest,16.12,8.96,2024-08-20,Medium
390,PureFlow Laundry Item 390,Household,Laundry,PureFlow,5.78,3.86,2023-02-28,Medium
391,CleanNest Laundry Item 391,Household,Laundry,CleanNest,7.99,5.61,2022-08-31,High
392,Spark Laundry Item 392,Household,Laundry,Spark,22.14,14.12,2021-03-08,Medium
393,HomeCore Laundry Item 393,Household,Laundry,HomeCore,20.08,10.97,2024-10-16,Medium
394,PureFlow Laundry Item 394,Household,Laundry,PureFlow,35.25,21.07,2023-01-24,Low
395,CleanNest Laundry Item 395,Household,Laundry,CleanNest,21.25,10.44,2021-04-30,Medium
396,CleanNest Laundry Item 396,Household,Laundry,CleanNest,24.84,14.48,2025-02-08,Medium
397,HomeCore Laundry Item 397,Household,Laundry,HomeCore,13.89,7.26,2021-10-05,Medium
398,HomeCore Laundry Item 398,Household,Laundry,HomeCore,30.65,15.61,2023-08-29,Medium
399,CleanNest Laundry Item 399,Household,Laundry,CleanNest,14.85,7.85,2024-07-19,High
400,Spark Laundry Item 400,Household,Laundry,Spark,26.69,14.55,2023-06-19,Low
401,CleanNest Laundry Item 401,Household,Laundry,CleanNest,26.87,16.25,2022-04-28,Medium
402,CleanNest Laundry Item 402,Household,Laundry,CleanNest,25.49,12.9,2022-04-30,Medium
403,Spark Laundry Item 403,Household,Laundry,Spark,13.67,9.48,2024-08-28,High
404,Spark Laundry Item 404,Household,Laundry,Spark,24.6,12.52,2024-07-31,High
405,CleanNest Laundry Item 405,Household,Laundry,CleanNest,28.05,15.32,2024-06-27,Medium
406,GlowUp Skincare Item 406,Personal Care,Skincare,GlowUp,27.25,12.53,2025-01-14,Low
407,SoftSense Skincare Item 407,Personal Care,Skincare,SoftSense,22.05,13.75,2023-05-21,Medium
408,GlowUp Skincare Item 408,Personal Care,Skincare,GlowUp,10.29,6.23,2021-04-07,Low
409,CarePlus Skincare Item 409,Personal Care,Skincare,CarePlus,14.85,6.51,2024-10-09,Medium
410,SoftSense Skincare Item 410,Personal Care,Skincare,SoftSense,28.98,13.38,2023-06-23,Low
411,SoftSense Skincare Item 411,Personal Care,Skincare,SoftSense,3.22,1.54,2025-02-04,Medium
412,CarePlus Skincare Item 412,Personal Care,Skincare,CarePlus,27.54,16.23,2021-11-01,Medium
413,GlowUp Skincare Item 413,Personal Care,Skincare,GlowUp,9.3,4.97,2023-03-14,Medium
414,FreshMint Skincare Item 414,Personal Care,Skincare,FreshMint,16.92,10.85,2022-04-09,Low
415,SoftSense Skincare Item 415,Personal Care,Skincare,SoftSense,31.3,16.39,2023-06-18,High
416,GlowUp Skincare Item 416,Personal Care,Skincare,GlowUp,10.22,5.02,2025-01-09,Low
417,SoftSense Skincare Item 417,Personal Care,Skincare,SoftSense,12.67,6.5,2022-07-20,Medium
418,CarePlus Skincare Item 418,Personal Care,Skincare,CarePlus,34.5,20.92,2022-10-14,Low
419,CarePlus Skincare Item 419,Personal Care,Skincare,CarePlus,28.09,17.34,2021-06-25,Medium
420,FreshMint Skincare Item 420,Personal Care,Skincare,FreshMint,29.49,17.1,2024-07-11,Medium
421,GlowUp Skincare Item 421,Personal Care,Skincare,GlowUp,8.5,5.61,2024-11-24,Medium
422,GlowUp Skincare Item 422,Personal Care,Skincare,GlowUp,16.81,8.0,2021-09-28,Low
423,CarePlus Skincare Item 423,Personal Care,Skincare,CarePlus,30.98,19.8,2023-04-22,High
424,CarePlus Skincare Item 424,Personal Care,Skincare,CarePlus,31.67,14.03,2021-06-02,Low
425,GlowUp Skincare Item 425,Personal Care,Skincare,GlowUp,17.57,9.27,2023-01-22,Medium
426,CarePlus Skincare Item 426,Personal Care,Skincare,CarePlus,25.93,11.22,2021-01-26,Medium
427,SoftSense Skincare Item 427,Personal Care,Skincare,SoftSense,3.1,1.73,2024-01-23,Medium
428,SoftSense Skincare Item 428,Personal Care,Skincare,SoftSense,31.17,17.49,2024-06-05,Medium
429,GlowUp Skincare Item 429,Personal Care,Skincare,GlowUp,4.67,2.26,2022-04-25,Medium
430,CarePlus Skincare Item 430,Personal Care,Skincare,CarePlus,12.37,5.53,2024-11-04,Low
431,GlowUp Skincare Item 431,Personal Care,Skincare,GlowUp,28.61,16.68,2023-11-23,Medium
432,CarePlus Skincare Item 432,Personal Care,Skincare,CarePlus,12.79,6.04,2021-05-19,Low
433,CarePlus Skincare Item 433,Personal Care,Skincare,CarePlus,27.06,12.73,2022-08-25,High
434,GlowUp Skincare Item 434,Personal Care,Skincare,GlowUp,13.49,8.74,2022-09-10,Medium
435,CarePlus Skincare Item 435,Personal Care,Skincare,CarePlus,8.69,4.5,2021-09-25,Medium
436,FreshMint Skincare Item 436,Personal Care,Skincare,FreshMint,13.63,7.79,2022-04-21,Low
437,CarePlus Skincare Item 437,Personal Care,Skincare,CarePlus,26.23,13.03,2022-07-24,Medium
438,CarePlus Skincare Item 438,Personal Care,Skincare,CarePlus,14.04,7.1,2024-07-01,Low
439,FreshMint Skincare Item 439,Personal Care,Skincare,FreshMint,22.27,13.65,2022-08-30,Medium
440,CarePlus Skincare Item 440,Personal Care,Skincare,CarePlus,29.54,16.88,2023-11-14,Medium
441,SoftSense Skincare Item 441,Personal Care,Skincare,SoftSense,32.22,21.31,2023-09-05,High
442,CarePlus Skincare Item 442,Personal Care,Skincare,CarePlus,7.55,4.71,2023-06-14,High
443,GlowUp Skincare Item 443,Personal Care,Skincare,GlowUp,23.81,15.13,2024-09-15,Low
444,FreshMint Skincare Item 444,Personal Care,Skincare,FreshMint,5.75,3.0,2021-06-28,Medium
445,CarePlus Skincare Item 445,Personal Care,Skincare,CarePlus,25.01,11.46,2023-01-30,Low
446,CarePlus Skincare Item 446,Personal Care,Skincare,CarePlus,11.56,6.27,2022-11-16,Medium
447,GlowUp Skincare Item 447,Personal Care,Skincare,GlowUp,28.13,17.8,2021-02-06,Medium
448,CarePlus Skincare Item 448,Personal Care,Skincare,CarePlus,26.41,12.16,2021-08-28,Medium
449,FreshMint Skincare Item 449,Personal Care,Skincare,FreshMint,29.45,16.77,2024-12-06,Medium
450,FreshMint Skincare Item 450,Personal Care,Skincare,FreshMint,9.14,5.6,2021-08-04,Low
451,FreshMint Haircare Item 451,Personal Care,Haircare,FreshMint,23.24,10.54,2023-02-28,High
452,SoftSense Haircare Item 452,Personal Care,Haircare,SoftSense,14.21,6.5,2023-01-22,Medium
453,CarePlus Haircare Item 453,Personal Care,Haircare,CarePlus,30.53,14.85,2023-07-07,Medium
454,GlowUp Haircare Item 454,Personal Care,Haircare,GlowUp,8.39,4.7,2022-06-20,High
455,GlowUp Haircare Item 455,Personal Care,Haircare,GlowUp,7.66,4.56,2024-10-28,Low
456,CarePlus Haircare Item 456,Personal Care,Haircare,CarePlus,13.98,8.61,2022-12-21,Low
457,CarePlus Haircare Item 457,Personal Care,Haircare,CarePlus,22.15,12.88,2024-08-26,Low
458,CarePlus Haircare Item 458,Personal Care,Haircare,CarePlus,24.19,11.1,2023-08-02,Low
459,GlowUp Haircare Item 459,Personal Care,Haircare,GlowUp,24.19,10.28,2024-06-27,Low
460,CarePlus Haircare Item 460,Personal Care,Haircare,CarePlus,30.22,18.33,2021-11-08,Medium
461,SoftSense Haircare Item 461,Personal Care,Haircare,SoftSense,16.66,9.74,2021-09-28,Medium
462,SoftSense Haircare Item 462,Personal Care,Haircare,SoftSense,31.71,18.25,2023-06-27,Medium
463,GlowUp Haircare Item 463,Personal Care,Haircare,GlowUp,23.07,10.1,2023-03-29,Medium
464,SoftSense Haircare Item 464,Personal Care,Haircare,SoftSense,26.52,12.38,2024-07-09,Medium
465,GlowUp Haircare Item 465,Personal Care,Haircare,GlowUp,4.54,2.35,2024-02-29,Low
466,SoftSense Haircare Item 466,Personal Care,Haircare,SoftSense,31.27,14.78,2021-08-27,Medium
467,GlowUp Haircare Item 467,Personal Care,Haircare,GlowUp,19.91,12.98,2024-12-25,High
468,SoftSense Haircare Item 468,Personal Care,Haircare,SoftSense,19.51,10.07,2024-07-18,Medium
469,GlowUp Haircare Item 469,Personal Care,Haircare,GlowUp,5.23,2.34,2021-09-05,Medium
470,SoftSense Haircare Item 470,Personal Care,Haircare,SoftSense,30.33,18.72,2024-04-26,High
471,FreshMint Haircare Item 471,Personal Care,Haircare,FreshMint,27.71,13.07,2021-07-14,Low
472,GlowUp Haircare Item 472,Personal Care,Haircare,GlowUp,5.19,2.62,2021-08-17,High
473,CarePlus Haircare Item 473,Personal Care,Haircare,CarePlus,7.99,4.15,2024-07-20,High
474,FreshMint Haircare Item 474,Personal Care,Haircare,FreshMint,8.86,4.6,2021-10-20,Medium
475,GlowUp Haircare Item 475,Personal Care,Haircare,GlowUp,10.67,7.07,2024-11-17,Medium
476,CarePlus Haircare Item 476,Personal Care,Haircare,CarePlus,28.64,12.31,2022-06-29,Low
477,SoftSense Haircare Item 477,Personal Care,Haircare,SoftSense,17.88,11.3,2024-02-12,Medium
478,FreshMint Haircare Item 478,Personal Care,Haircare,FreshMint,27.7,14.49,2023-10-25,Medium
479,FreshMint Haircare Item 479,Personal Care,Haircare,FreshMint,25.57,11.24,2023-01-08,Medium
480,SoftSense Haircare Item 480,Personal Care,Haircare,SoftSense,14.22,6.62,2022-12-12,Low
481,SoftSense Haircare Item 481,Personal Care,Haircare,SoftSense,24.47,10.89,2024-08-19,Low
482,CarePlus Haircare Item 482,Personal Care,Haircare,CarePlus,11.66,5.56,2023-10-18,High
483,FreshMint Haircare Item 483,Personal Care,Haircare,FreshMint,4.39,2.13,2022-03-08,Medium
484,SoftSense Haircare Item 484,Personal Care,Haircare,SoftSense,29.44,14.58,2021-04-26,Medium
485,GlowUp Haircare Item 485,Personal Care,Haircare,GlowUp,25.8,17.27,2022-08-06,Low
486,CarePlus Haircare Item 486,Personal Care,Haircare,CarePlus,33.93,21.1,2022-11-03,Low
487,SoftSense Haircare Item 487,Personal Care,Haircare,SoftSense,7.43,4.32,2023-12-16,Low
488,FreshMint Haircare Item 488,Personal Care,Haircare,FreshMint,11.45,5.68,2021-07-28,Medium
489,SoftSense Haircare Item 489,Personal Care,Haircare,SoftSense,29.22,14.16,2021-05-23,Medium
490,CarePlus Haircare Item 490,Personal Care,Haircare,CarePlus,23.98,15.16,2021-09-09,Medium
491,GlowUp Haircare Item 491,Personal Care,Haircare,GlowUp,14.1,8.28,2022-09-25,Medium
492,SoftSense Haircare Item 492,Personal Care,Haircare,SoftSense,18.92,9.36,2022-03-22,Low
493,CarePlus Haircare Item 493,Personal Care,Haircare,CarePlus,34.01,20.17,2022-01-13,Medium
494,FreshMint Haircare Item 494,Personal Care,Haircare,FreshMint,4.37,2.62,2025-01-08,Medium
495,SoftSense Haircare Item 495,Personal Care,Haircare,SoftSense,30.56,14.08,2023-07-15,High
496,SoftSense Oral Care Item 496,Personal Care,Oral Care,SoftSense,27.32,11.89,2023-02-11,High
497,SoftSense Oral Care Item 497,Personal Care,Oral Care,SoftSense,7.25,3.27,2022-09-27,Medium
498,CarePlus Oral Care Item 498,Personal Care,Oral Care,CarePlus,34.81,18.48,2024-02-01,High
499,FreshMint Oral Care Item 499,Personal Care,Oral Care,FreshMint,15.57,8.74,2022-01-30,Low
500,GlowUp Oral Care Item 500,Personal Care,Oral Care,GlowUp,28.86,15.13,2022-04-08,Low
501,CarePlus Oral Care Item 501,Personal Care,Oral Care,CarePlus,32.39,18.01,2024-08-26,High
502,GlowUp Oral Care Item 502,Personal Care,Oral Care,GlowUp,21.33,10.3,2023-10-23,Low
503,GlowUp Oral Care Item 503,Personal Care,Oral Care,GlowUp,34.12,15.57,2023-04-02,High
504,FreshMint Oral Care Item 504,Personal Care,Oral Care,FreshMint,34.35,17.85,2023-04-18,Medium
505,CarePlus Oral Care Item 505,Personal Care,Oral Care,CarePlus,30.62,15.58,2023-02-03,Low
506,GlowUp Oral Care Item 506,Personal Care,Oral Care,GlowUp,12.2,5.91,2024-07-26,Medium
507,GlowUp Oral Care Item 507,Personal Care,Oral Care,GlowUp,6.07,3.06,2024-02-24,Medium
508,FreshMint Oral Care Item 508,Personal Care,Oral Care,FreshMint,16.52,10.94,2024-10-13,Medium
509,CarePlus Oral Care Item 509,Personal Care,Oral Care,CarePlus,22.28,11.82,2024-03-21,High
510,CarePlus Oral Care Item 510,Personal Care,Oral Care,CarePlus,14.89,8.81,2021-02-02,Medium
511,SoftSense Oral Care Item 511,Personal Care,Oral Care,SoftSense,29.87,15.77,2025-01-08,High
512,CarePlus Oral Care Item 512,Personal Care,Oral Care,CarePlus,20.88,10.34,2023-02-20,Medium
513,GlowUp Oral Care Item 513,Personal Care,Oral Care,GlowUp,10.93,5.83,2022-02-18,Low
514,SoftSense Oral Care Item 514,Personal Care,Oral Care,SoftSense,18.54,10.15,2022-10-20,Low
515,CarePlus Oral Care Item 515,Personal Care,Oral Care,CarePlus,29.82,18.66,2022-01-19,High
516,FreshMint Oral Care Item 516,Personal Care,Oral Care,FreshMint,29.66,19.55,2024-11-25,Low
517,CarePlus Oral Care Item 517,Personal Care,Oral Care,CarePlus,4.74,2.98,2024-05-06,Low
518,CarePlus Oral Care Item 518,Personal Care,Oral Care,CarePlus,4.13,1.8,2024-02-10,Low
519,CarePlus Oral Care Item 519,Personal Care,Oral Care,CarePlus,19.15,12.67,2023-08-23,Medium
520,GlowUp Oral Care Item 520,Personal Care,Oral Care,GlowUp,11.92,5.51,2021-04-26,High
521,SoftSense Oral Care Item 521,Personal Care,Oral Care,SoftSense,8.02,4.42,2024-08-14,Medium
522,CarePlus Oral Care Item 522,Personal Care,Oral Care,CarePlus,30.69,17.51,2022-11-07,High
523,CarePlus Oral Care Item 523,Personal Care,Oral Care,CarePlus,26.88,16.28,2021-05-20,Medium
524,FreshMint Oral Care Item 524,Personal Care,Oral Care,FreshMint,33.55,22.11,2024-03-18,Medium
525,CarePlus Oral Care Item 525,Personal Care,Oral Care,CarePlus,19.25,8.73,2023-07-27,Low
526,CarePlus Oral Care Item 526,Personal Care,Oral Care,CarePlus,31.2,14.76,2022-01-14,Medium
527,CarePlus Oral Care Item 527,Personal Care,Oral Care,CarePlus,24.07,10.91,2022-09-21,Medium
528,GlowUp Oral Care Item 528,Personal Care,Oral Care,GlowUp,22.24,14.04,2021-06-10,Medium
529,GlowUp Oral Care Item 529,Personal Care,Oral Care,GlowUp,33.79,20.86,2023-02-20,Low
530,SoftSense Oral Care Item 530,Personal Care,Oral Care,SoftSense,31.1,19.39,2022-03-02,Medium
531,GlowUp Oral Care Item 531,Personal Care,Oral Care,GlowUp,16.16,8.42,2024-07-31,Medium
532,FreshMint Oral Care Item 532,Personal Care,Oral Care,FreshMint,29.82,16.16,2021-06-19,Medium
533,CarePlus Oral Care Item 533,Personal Care,Oral Care,CarePlus,24.35,14.74,2022-05-13,Medium
534,SoftSense Oral Care Item 534,Personal Care,Oral Care,SoftSense,10.98,6.35,2023-05-14,Low
535,GlowUp Oral Care Item 535,Personal Care,Oral Care,GlowUp,10.9,6.66,2024-09-25,Medium
536,CarePlus Oral Care Item 536,Personal Care,Oral Care,CarePlus,11.35,4.8,2021-10-03,Medium
537,CarePlus Oral Care Item 537,Personal Care,Oral Care,CarePlus,21.54,9.31,2024-02-15,Low
538,FreshMint Oral Care Item 538,Personal Care,Oral Care,FreshMint,7.78,3.88,2022-06-20,Low
539,GlowUp Oral Care Item 539,Personal Care,Oral Care,GlowUp,12.69,8.6,2023-01-22,Low
540,CarePlus Oral Care Item 540,Personal Care,Oral Care,CarePlus,19.18,10.64,2024-12-17,Medium
541,GlowUp Bath Item 541,Personal Care,Bath,GlowUp,30.63,15.9,2023-05-27,Low
542,FreshMint Bath Item 542,Personal Care,Bath,FreshMint,6.78,3.73,2022-03-18,Medium
543,SoftSense Bath Item 543,Personal Care,Bath,SoftSense,16.86,11.29,2023-07-05,Low
544,SoftSense Bath Item 544,Personal Care,Bath,SoftSense,3.11,1.87,2025-01-20,Medium
545,FreshMint Bath Item 545,Personal Care,Bath,FreshMint,5.99,2.76,2023-07-03,Low
546,FreshMint Bath Item 546,Personal Care,Bath,FreshMint,25.89,11.72,2024-11-11,Medium
547,GlowUp Bath Item 547,Personal Care,Bath,GlowUp,3.09,1.77,2023-09-21,Low
548,SoftSense Bath Item 548,Personal Care,Bath,SoftSense,28.36,14.76,2023-06-11,Medium
549,GlowUp Bath Item 549,Personal Care,Bath,GlowUp,5.3,3.59,2022-03-13,Medium
550,SoftSense Bath Item 550,Personal Care,Bath,SoftSense,28.22,18.08,2024-03-31,Medium
